,action_type,loc_x,loc_y,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_zone_area,shot_zone_basic,game_date,matchup,opponent,shot_id,time_remaining
8960,0,-110,158,7,2,0,9,15,19,0.0,2,0,3402,1,28,8961,435
8961,4,0,0,6,2,0,9,45,0,1.0,4,1,3402,1,28,8962,405
8962,4,0,0,6,2,0,9,16,0,1.0,4,1,3402,1,28,8963,376
8963,0,225,87,5,2,0,9,27,24,1.0,0,4,3402,1,28,8964,327
8964,2,0,0,2,2,0,9,25,0,1.0,4,1,3402,1,28,8965,145
8965,0,143,227,1,2,0,9,59,26,0.0,3,3,3402,1,28,8966,119
8967,0,108,230,7,3,0,9,46,25,0.0,3,3,3402,1,28,8968,466
8968,0,-130,81,5,3,0,9,24,15,0.0,1,0,3402,1,28,8969,324
8969,18,-54,71,4,3,0,9,53,8,1.0,1,2,3402,1,28,8970,293
8970,2,0,0,2,3,0,9,58,0,0.0,4,1,3402,1,28,8971,178
8971,4,0,0,0,3,0,9,28,0,1.0,4,1,3402,1,28,8972,28
8972,0,-184,209,3,4,0,9,28,27,0.0,2,3,3402,1,28,8973,208
8973,0,36,46,0,4,0,9,25,5,0.0,4,2,3402,1,28,8974,25
8975,0,74,135,11,1,0,9,29,15,1.0,4,2,3404,1,25,8976,689
8976,5,0,0,3,1,0,9,45,0,1.0,4,1,3404,1,25,8977,225
8977,0,-181,161,0,1,0,9,30,24,1.0,2,3,3404,1,25,8978,30
8980,0,-107,151,0,2,0,9,1,18,0.0,2,0,3404,1,25,8981,1
8981,0,174,176,7,3,0,9,46,24,1.0,3,3,3404,1,25,8982,466
8982,0,-158,201,6,3,0,9,47,25,0.0,2,3,3404,1,25,8983,407
8983,18,159,-23,3,3,0,9,18,16,1.0,0,0,3404,1,25,8984,198
8984,0,-172,36,9,4,0,9,35,17,1.0,1,0,3404,1,25,8985,575
8985,0,151,232,7,4,0,9,26,27,0.0,3,3,3404,1,25,8986,446
8986,0,79,191,7,4,0,9,6,20,1.0,3,0,3404,1,25,8987,426
8987,20,-10,35,6,4,0,9,5,3,0.0,4,1,3404,1,25,8988,365
8988,0,-62,199,5,4,0,9,8,20,1.0,4,0,3404,1,25,8989,308
8989,0,204,141,4,4,0,9,26,24,0.0,3,3,3404,1,25,8990,266
8991,5,0,0,2,4,0,9,27,0,1.0,4,1,3404,1,25,8992,147
8992,0,102,184,1,4,0,9,53,21,0.0,3,0,3404,1,25,8993,113
8993,0,-108,220,0,4,0,9,31,24,0.0,2,3,3404,1,25,8994,31
8996,0,179,26,0,1,0,9,28,18,0.0,0,0,3405,0,0,8997,28
8998,0,-123,-1,8,2,0,9,21,12,0.0,1,0,3405,0,0,8999,501
9002,4,0,0,6,2,0,9,6,0,0.0,4,1,3405,0,0,9003,366
9003,0,-168,174,5,2,0,9,40,24,0.0,2,3,3405,0,0,9004,340
9004,6,0,0,4,2,0,9,45,0,0.0,4,1,3405,0,0,9005,285
9005,0,92,146,2,2,0,9,30,17,0.0,3,0,3405,0,0,9006,150
9006,25,69,22,2,2,0,9,2,7,1.0,4,2,3405,0,0,9007,122
9007,0,-163,148,0,2,0,9,50,22,0.0,2,0,3405,0,0,9008,50
9008,0,0,199,11,3,0,9,6,19,1.0,4,0,3405,0,0,9009,666
9009,0,-204,36,10,3,0,9,34,20,1.0,1,0,3405,0,0,9010,634
9010,0,66,233,10,3,0,9,8,24,0.0,4,3,3405,0,0,9011,608
9011,0,-187,68,9,3,0,9,4,19,0.0,1,0,3405,0,0,9012,544
9012,3,-54,133,7,3,0,9,13,14,1.0,4,2,3405,0,0,9013,433
9013,0,-166,161,6,3,0,9,23,23,1.0,2,0,3405,0,0,9014,383
9014,0,54,209,4,3,0,9,46,21,1.0,4,0,3405,0,0,9015,286
9015,0,-222,140,2,3,0,9,2,26,0.0,2,3,3405,0,0,9016,122
9016,0,67,219,6,4,0,9,32,22,1.0,4,0,3405,0,0,9017,392
9017,3,-54,23,4,4,0,9,48,5,0.0,4,2,3405,0,0,9018,288
9018,0,26,204,3,4,0,9,20,20,1.0,4,0,3405,0,0,9019,200
9019,0,16,89,2,4,0,9,46,9,0.0,4,2,3405,0,0,9020,166
9020,0,-138,206,0,4,0,9,46,24,0.0,2,3,3405,0,0,9021,46
9021,0,-194,153,0,4,0,9,4,24,0.0,2,3,3405,0,0,9022,4
9022,0,212,79,11,1,0,9,39,22,0.0,0,0,3407,0,9,9023,699
9024,0,179,197,4,1,0,9,33,26,1.0,3,3,3407,0,9,9025,273
9027,8,164,-1,2,1,0,9,7,16,0.0,0,0,3407,0,9,9028,127
9028,8,15,61,1,1,0,9,3,6,1.0,4,2,3407,0,9,9029,63
9029,8,-204,-1,0,1,0,9,2,20,1.0,1,0,3407,0,9,9030,2
9030,0,-161,242,0,1,0,9,0,29,0.0,2,3,3407,0,9,9031,0
9031,0,140,146,9,2,0,9,22,20,1.0,3,0,3407,0,9,9032,562
9032,8,186,-3,8,2,0,9,7,18,0.0,0,0,3407,0,9,9033,487
9034,18,151,199,11,3,0,9,15,24,1.0,3,3,3407,0,9,9035,675
9035,18,181,2,9,3,0,9,59,18,0.0,0,0,3407,0,9,9036,599
9036,0,31,31,9,3,0,9,24,4,0.0,4,2,3407,0,9,9037,564
9038,8,-75,158,4,3,0,9,14,17,1.0,2,0,3407,0,9,9039,254
9039,4,-13,10,2,3,0,9,51,1,0.0,4,1,3407,0,9,9040,171
9040,0,148,110,1,3,0,9,48,18,0.0,3,0,3407,0,9,9041,108
9041,0,161,206,0,3,0,9,59,26,1.0,3,3,3407,0,9,9042,59
9042,0,158,209,0,3,0,9,15,26,0.0,3,3,3407,0,9,9043,15
9043,0,167,10,9,4,0,9,17,16,0.0,0,0,3407,0,9,9044,557
9044,0,125,238,8,4,0,9,59,26,0.0,3,3,3407,0,9,9045,539
9045,13,-20,10,8,4,0,9,37,2,1.0,4,1,3407,0,9,9046,517
9046,0,-169,141,7,4,0,9,49,22,0.0,2,0,3407,0,9,9047,469
9047,0,71,72,6,4,0,9,21,10,0.0,0,2,3407,0,9,9048,381
9048,8,130,74,5,4,0,9,2,14,1.0,0,0,3407,0,9,9049,302
9050,18,186,-5,1,4,0,9,56,18,1.0,0,0,3407,0,9,9051,116
9052,5,0,0,6,1,0,9,53,0,1.0,4,1,3408,1,15,9053,413
9054,0,-138,130,3,1,0,9,2,18,0.0,2,0,3408,1,15,9055,182
9055,0,163,18,2,1,0,9,28,16,1.0,0,0,3408,1,15,9056,148
9056,2,8,31,1,1,0,9,28,3,1.0,4,1,3408,1,15,9057,88
9057,0,-13,128,0,1,0,9,47,12,1.0,4,2,3408,1,15,9058,47
9058,0,-66,71,0,1,0,9,28,9,1.0,1,2,3408,1,15,9059,28
9059,0,143,150,7,2,0,9,36,20,0.0,3,0,3408,1,15,9060,456
9060,2,0,0,6,2,0,9,33,0,0.0,4,1,3408,1,15,9061,393
9061,0,128,237,6,2,0,9,29,26,0.0,3,3,3408,1,15,9062,389
9062,0,-97,135,11,3,0,9,11,16,0.0,2,0,3408,1,15,9063,671
9063,0,107,179,9,3,0,9,14,20,1.0,3,0,3408,1,15,9064,554
9064,0,158,242,8,3,0,9,39,28,0.0,3,3,3408,1,15,9065,519
9065,18,161,2,6,3,0,9,55,16,1.0,0,0,3408,1,15,9066,415
9066,0,-133,155,6,3,0,9,24,20,1.0,2,0,3408,1,15,9067,384
9067,18,-118,17,5,3,0,9,1,11,0.0,1,0,3408,1,15,9068,301
9068,0,128,229,4,3,0,9,32,26,1.0,3,3,3408,1,15,9069,272
9069,0,144,71,8,4,0,9,26,16,0.0,0,0,3408,1,15,9070,506
9070,7,0,0,6,4,0,9,46,0,1.0,4,1,3408,1,15,9071,406
9071,0,97,33,5,4,0,9,28,10,0.0,0,0,3408,1,15,9072,328
9072,0,194,5,5,4,0,9,25,19,1.0,0,0,3408,1,15,9073,325
9073,2,0,0,4,4,0,9,52,0,0.0,4,1,3408,1,15,9074,292
9074,0,-48,112,4,4,0,9,39,12,0.0,4,2,3408,1,15,9075,279
9075,0,126,155,4,4,0,9,9,19,1.0,3,0,3408,1,15,9076,249
9076,0,-97,-5,3,4,0,9,36,9,0.0,1,0,3408,1,15,9077,216
9078,7,0,0,5,1,0,9,4,0,1.0,4,1,3410,1,5,9079,304
9079,0,128,112,3,1,0,9,15,17,1.0,3,0,3410,1,5,9080,195
9080,0,-182,-13,2,1,0,9,47,18,0.0,1,0,3410,1,5,9081,167
9081,2,0,0,2,1,0,9,37,0,1.0,4,1,3410,1,5,9082,157
9082,8,43,45,2,1,0,9,7,6,1.0,4,2,3410,1,5,9083,127
9083,0,121,233,0,1,0,9,20,26,0.0,3,3,3410,1,5,9084,20
9084,0,-158,95,6,2,0,9,29,18,0.0,1,0,3410,1,5,9085,389
9085,2,0,0,5,2,0,9,55,0,0.0,4,1,3410,1,5,9086,355
9086,0,11,204,5,2,0,9,26,20,1.0,4,0,3410,1,5,9087,326
9087,0,-64,51,2,2,0,9,7,8,1.0,1,2,3410,1,5,9088,127
9088,0,-138,30,0,2,0,9,37,14,0.0,1,0,3410,1,5,9089,37
9089,4,0,0,0,2,0,9,0,0,1.0,4,1,3410,1,5,9090,0
9090,0,-189,107,10,3,0,9,14,21,0.0,1,0,3410,1,5,9091,614
9091,11,0,0,9,3,0,9,50,0,1.0,4,1,3410,1,5,9092,590
9092,0,-195,112,9,3,0,9,12,22,0.0,1,0,3410,1,5,9093,552
9093,0,75,17,8,3,0,9,47,7,0.0,4,2,3410,1,5,9094,527
9094,0,138,-5,7,3,0,9,43,13,0.0,0,0,3410,1,5,9095,463
9095,15,0,0,6,3,0,9,46,0,1.0,4,1,3410,1,5,9096,406
9097,0,23,199,5,3,0,9,19,20,0.0,4,0,3410,1,5,9098,319
9098,4,0,0,4,3,0,9,54,0,1.0,4,1,3410,1,5,9099,294
9099,5,0,0,3,3,0,9,18,0,1.0,4,1,3410,1,5,9100,198
9100,0,-10,265,1,3,0,9,6,26,0.0,4,3,3410,1,5,9101,66
9101,25,151,15,0,3,0,9,0,15,1.0,0,0,3410,1,5,9102,0
9102,0,-189,212,6,4,0,9,10,28,0.0,2,3,3410,1,5,9103,370
9103,0,159,210,4,4,0,9,25,26,1.0,3,3,3410,1,5,9104,265
9104,0,-72,247,3,4,0,9,49,25,1.0,4,3,3410,1,5,9105,229
9105,0,80,258,3,4,0,9,8,27,1.0,4,3,3410,1,5,9106,188
9106,0,-103,245,2,4,0,9,33,26,1.0,2,3,3410,1,5,9107,153
9107,0,11,252,1,4,0,9,38,25,0.0,4,3,3410,1,5,9108,98
9109,0,126,148,11,1,0,9,23,19,0.0,3,0,3412,0,30,9110,683
9110,2,0,0,11,1,0,9,1,0,1.0,4,1,3412,0,30,9111,661
9112,0,6,209,10,1,0,9,0,20,0.0,4,0,3412,0,30,9113,600
9113,0,97,110,6,1,0,9,5,14,1.0,0,0,3412,0,30,9114,365
9115,0,171,3,4,1,0,9,55,17,0.0,0,0,3412,0,30,9116,295
9116,0,-161,99,1,1,0,9,55,18,0.0,1,0,3412,0,30,9117,115
9117,0,-199,183,1,1,0,9,23,27,1.0,2,3,3412,0,30,9118,83
9118,0,117,22,7,2,0,9,22,11,0.0,0,0,3412,0,30,9119,442
9119,2,0,0,4,2,0,9,25,0,0.0,4,1,3412,0,30,9120,265
9120,0,-92,186,4,2,0,9,3,20,0.0,2,0,3412,0,30,9121,243
9121,2,0,0,2,2,0,9,43,0,0.0,4,1,3412,0,30,9122,163
9122,0,-141,214,1,2,0,9,39,25,0.0,2,3,3412,0,30,9123,99
9123,0,120,209,11,3,0,9,6,24,0.0,3,3,3412,0,30,9124,666
9125,2,0,0,10,3,0,9,3,0,0.0,4,1,3412,0,30,9126,603
9126,18,-34,56,7,3,0,9,48,6,1.0,4,2,3412,0,30,9127,468
9127,5,0,0,6,3,0,9,40,0,0.0,4,1,3412,0,30,9128,400
9128,2,0,0,6,3,0,9,15,0,0.0,4,1,3412,0,30,9129,375
9129,0,118,219,5,3,0,9,33,24,0.0,3,3,3412,0,30,9130,333
9130,0,-176,45,5,3,0,9,5,18,0.0,1,0,3412,0,30,9131,305
9132,0,133,171,8,4,0,9,12,21,1.0,3,0,3412,0,30,9133,492
9133,0,-56,56,7,4,0,9,49,7,0.0,4,2,3412,0,30,9134,469
9134,0,-159,58,7,4,0,9,9,16,0.0,1,0,3412,0,30,9135,429
9136,0,207,2,5,4,0,9,9,20,1.0,0,0,3412,0,30,9137,309
9137,12,0,0,4,4,0,9,47,0,1.0,4,1,3412,0,30,9138,287
9140,0,163,69,1,4,0,9,38,17,1.0,0,0,3412,0,30,9141,98
9143,0,3,36,3,1,0,9,11,3,1.0,4,1,3414,0,5,9144,191
9144,0,136,82,1,1,0,9,58,15,0.0,0,0,3414,0,5,9145,118
9145,0,-169,176,0,1,0,9,24,24,0.0,2,3,3414,0,5,9146,24
9147,0,-126,100,11,2,0,9,47,16,0.0,2,0,3414,0,5,9148,707
9148,18,118,17,10,2,0,9,46,11,0.0,0,0,3414,0,5,9149,646
9149,2,-3,0,10,2,0,9,20,0,1.0,4,1,3414,0,5,9150,620
9150,5,-5,0,9,2,0,9,2,0,1.0,4,1,3414,0,5,9151,542
9151,0,-120,187,4,2,0,9,52,22,1.0,2,0,3414,0,5,9152,292
9152,2,0,-3,4,2,0,9,12,0,1.0,4,1,3414,0,5,9153,252
9153,0,213,109,2,2,0,9,26,23,1.0,3,3,3414,0,5,9154,146
9154,0,-25,288,1,2,0,9,38,28,0.0,4,3,3414,0,5,9155,98
9155,0,161,95,1,2,0,9,0,18,0.0,0,0,3414,0,5,9156,60
9156,0,146,66,0,2,0,9,0,16,0.0,0,0,3414,0,5,9157,0
9157,0,85,132,10,3,0,9,2,15,0.0,0,0,3414,0,5,9158,602
9159,0,52,123,5,3,0,9,6,13,0.0,4,2,3414,0,5,9160,306
9160,0,47,49,3,3,0,9,5,6,0.0,4,2,3414,0,5,9161,185
9161,0,192,169,1,3,0,9,31,25,0.0,3,3,3414,0,5,9162,91
9162,0,-18,95,11,4,0,9,1,9,0.0,4,2,3414,0,5,9163,661
9163,0,121,87,8,4,0,9,24,14,0.0,0,0,3414,0,5,9164,504
9165,5,-6,10,6,4,0,9,45,1,1.0,4,1,3414,0,5,9166,405
9166,18,138,-6,5,4,0,9,8,13,1.0,0,0,3414,0,5,9167,308
9167,0,164,179,3,4,0,9,45,24,0.0,3,3,3414,0,5,9168,225
9168,12,-11,7,3,4,0,9,27,1,1.0,4,1,3414,0,5,9169,207
9169,0,148,95,2,4,0,9,52,17,0.0,0,0,3414,0,5,9170,172
9170,0,126,87,2,4,0,9,29,15,1.0,0,0,3414,0,5,9171,149
9172,0,182,123,4,1,0,9,34,21,0.0,0,0,3416,1,12,9173,274
9173,0,0,225,1,1,0,9,50,22,0.0,4,0,3416,1,12,9174,110
9174,0,-118,137,1,1,0,9,17,18,0.0,2,0,3416,1,12,9175,77
9175,2,0,0,0,1,0,9,56,0,0.0,4,1,3416,1,12,9176,56
9177,0,199,169,10,2,0,9,50,26,1.0,3,3,3416,1,12,9178,650
9179,0,161,202,8,2,0,9,25,25,0.0,3,3,3416,1,12,9180,505
9180,0,49,166,5,2,0,9,27,17,0.0,4,0,3416,1,12,9181,327
9181,0,151,120,4,2,0,9,45,19,0.0,3,0,3416,1,12,9182,285
9182,11,0,0,4,2,0,9,16,0,1.0,4,1,3416,1,12,9183,256
9183,4,0,0,3,2,0,9,44,0,1.0,4,1,3416,1,12,9184,224
9185,0,11,257,0,2,0,9,36,25,0.0,4,3,3416,1,12,9186,36
9186,0,8,271,0,2,0,9,0,27,0.0,4,3,3416,1,12,9187,0
9187,0,-87,7,9,3,0,9,0,8,1.0,1,0,3416,1,12,9188,540
9188,0,87,252,5,3,0,9,9,26,0.0,3,3,3416,1,12,9189,309
9189,2,0,0,2,3,0,9,2,0,0.0,4,1,3416,1,12,9190,122
9190,0,-51,28,1,3,0,9,35,5,0.0,4,2,3416,1,12,9191,95
9191,2,0,0,1,3,0,9,24,0,0.0,4,1,3416,1,12,9192,84
9192,0,210,156,0,3,0,9,1,26,0.0,3,3,3416,1,12,9193,1
9193,5,0,0,5,4,0,9,36,0,1.0,4,1,3416,1,12,9194,336
9194,0,-181,207,3,4,0,9,57,27,0.0,2,3,3416,1,12,9195,237
9196,0,202,178,2,4,0,9,19,26,0.0,3,3,3416,1,12,9197,139
9197,0,230,125,0,4,0,9,36,26,0.0,3,3,3416,1,12,9198,36
9198,0,228,22,0,4,0,9,33,22,0.0,0,4,3416,1,12,9199,33
9199,0,179,183,0,4,0,9,22,25,0.0,3,3,3416,1,12,9200,22
9201,0,197,109,8,1,0,9,29,22,0.0,0,0,3418,0,7,9202,509
9202,0,169,138,8,1,0,9,25,21,0.0,3,0,3418,0,7,9203,505
9203,12,0,0,3,1,0,9,36,0,1.0,4,1,3418,0,7,9204,216
9204,0,-57,250,2,1,0,9,41,25,0.0,4,3,3418,0,7,9205,161
9205,0,-99,41,1,1,0,9,32,10,0.0,1,0,3418,0,7,9206,92
9206,0,130,174,6,2,0,9,41,21,0.0,3,0,3418,0,7,9207,401
9207,0,235,10,4,2,0,9,28,23,1.0,0,4,3418,0,7,9208,268
9210,4,0,0,1,2,0,9,25,0,1.0,4,1,3418,0,7,9211,85
9212,0,15,151,10,3,0,9,43,15,1.0,4,0,3418,0,7,9213,643
9214,0,-16,184,8,3,0,9,16,18,1.0,4,0,3418,0,7,9215,496
9215,0,64,69,7,3,0,9,43,9,0.0,0,2,3418,0,7,9216,463
9216,0,-61,255,2,3,0,9,46,26,0.0,4,3,3418,0,7,9217,166
9217,18,-171,7,1,3,0,9,18,17,1.0,1,0,3418,0,7,9218,78
9218,0,-195,-3,11,4,0,9,43,19,0.0,1,0,3418,0,7,9219,703
9219,18,120,104,9,4,0,9,51,15,1.0,0,0,3418,0,7,9220,591
9220,0,-181,128,9,4,0,9,34,22,0.0,1,0,3418,0,7,9221,574
9221,0,11,94,7,4,0,9,25,9,0.0,4,2,3418,0,7,9222,445
9222,0,230,49,5,4,0,9,51,23,1.0,0,4,3418,0,7,9223,351
9223,0,222,151,4,4,0,9,20,26,0.0,3,3,3418,0,7,9224,260
9224,0,-149,-1,2,4,0,9,0,14,0.0,1,0,3418,0,7,9225,120
9225,5,0,0,1,4,0,9,55,0,0.0,4,1,3418,0,7,9226,115
9226,0,156,227,1,4,0,9,30,27,1.0,3,3,3418,0,7,9227,90
9227,0,-77,263,1,4,0,9,1,27,1.0,4,3,3418,0,7,9228,61
9228,8,24,174,10,1,0,9,10,17,1.0,4,0,3419,1,10,9229,610
9229,0,-100,164,9,1,0,9,38,19,0.0,2,0,3419,1,10,9230,578
9230,0,-130,35,9,1,0,9,8,13,0.0,1,0,3419,1,10,9231,548
9231,0,151,242,6,1,0,9,52,28,0.0,3,3,3419,1,10,9232,412
9232,4,0,0,0,1,0,9,58,0,1.0,4,1,3419,1,10,9233,58
9233,0,38,145,3,2,0,9,55,14,0.0,4,0,3419,1,10,9234,235
9234,0,153,26,2,2,0,9,23,15,0.0,0,0,3419,1,10,9235,143
9235,0,123,81,1,2,0,9,21,14,0.0,0,0,3419,1,10,9236,81
9236,3,31,71,0,2,0,9,42,7,1.0,4,2,3419,1,10,9237,42
9237,0,-36,95,10,3,0,9,29,10,0.0,4,2,3419,1,10,9238,629
9238,25,28,49,10,3,0,9,9,5,1.0,4,2,3419,1,10,9239,609
9241,0,94,48,8,3,0,9,34,10,0.0,0,0,3419,1,10,9242,514
9242,5,0,0,6,3,0,9,12,0,1.0,4,1,3419,1,10,9243,372
9244,0,248,17,11,4,0,9,13,24,0.0,0,4,3419,1,10,9245,673
9245,8,151,2,9,4,0,9,57,15,1.0,0,0,3419,1,10,9246,597
9246,8,92,71,8,4,0,9,8,11,1.0,0,0,3419,1,10,9247,488
9247,0,172,143,7,4,0,9,35,22,0.0,3,0,3419,1,10,9248,455
9250,0,176,46,2,4,0,9,12,18,0.0,0,0,3419,1,10,9251,132
9251,4,0,0,0,4,0,9,34,0,1.0,4,1,3419,1,10,9252,34
9252,4,0,0,0,4,0,9,6,0,1.0,4,1,3419,1,10,9253,6
9253,18,-179,36,9,1,0,9,11,18,0.0,1,0,3421,0,21,9254,551
9255,4,0,0,3,1,0,9,4,0,0.0,4,1,3421,0,21,9256,184
9256,0,-177,-5,2,1,0,9,59,17,1.0,1,0,3421,0,21,9257,179
9258,0,126,104,1,1,0,9,27,16,1.0,3,0,3421,0,21,9259,87
9259,0,209,206,0,1,0,9,4,29,0.0,3,3,3421,0,21,9260,4
9260,18,-166,5,9,2,0,9,30,16,0.0,1,0,3421,0,21,9261,570
9261,0,148,233,3,2,0,9,51,27,0.0,3,3,3421,0,21,9262,231
9263,0,154,237,0,2,0,9,34,28,1.0,3,3,3421,0,21,9264,34
9264,0,159,120,11,3,0,9,13,19,0.0,3,0,3421,0,21,9265,673
9266,8,156,-1,3,3,0,9,32,15,0.0,0,0,3421,0,21,9267,212
9267,0,133,2,2,3,0,9,52,13,1.0,0,0,3421,0,21,9268,172
9269,0,-163,633,0,3,0,9,0,65,0.0,5,5,3421,0,21,9270,0
9270,0,-135,140,9,4,0,9,59,19,1.0,2,0,3421,0,21,9271,599
9272,15,0,0,8,4,0,9,20,0,1.0,4,1,3421,0,21,9273,500
9273,0,-28,179,6,4,0,9,59,18,0.0,4,0,3421,0,21,9274,419
9274,0,213,125,4,4,0,9,31,24,0.0,3,3,3421,0,21,9275,271
9276,0,-197,252,0,4,0,9,2,31,0.0,2,3,3421,0,21,9277,2
9277,0,92,133,11,1,0,9,43,16,0.0,3,0,3423,0,20,9278,703
9278,8,-177,91,8,1,0,9,29,19,1.0,1,0,3423,0,20,9279,509
9279,0,-154,164,7,1,0,9,2,22,1.0,2,0,3423,0,20,9280,422
9280,0,159,15,3,1,0,9,58,15,0.0,0,0,3423,0,20,9281,238
9281,2,-3,-6,1,1,0,9,42,0,1.0,4,1,3423,0,20,9282,102
9282,0,149,92,0,1,0,9,40,17,1.0,0,0,3423,0,20,9283,40
9283,0,161,81,0,1,0,9,3,18,1.0,0,0,3423,0,20,9284,3
9284,0,144,23,10,2,0,9,11,14,1.0,0,0,3423,0,20,9285,611
9285,0,-192,112,5,2,0,9,24,22,1.0,1,0,3423,0,20,9286,324
9286,0,161,99,3,2,0,9,37,18,0.0,0,0,3423,0,20,9287,217
9287,0,176,-34,2,2,0,9,37,17,1.0,0,0,3423,0,20,9288,157
9288,0,-149,196,2,2,0,9,7,24,0.0,2,3,3423,0,20,9289,127
9290,0,189,40,0,2,0,9,3,19,0.0,0,0,3423,0,20,9291,3
9291,0,-225,-11,0,2,0,9,0,22,1.0,1,6,3423,0,20,9292,0
9292,18,200,-31,11,3,0,9,8,20,0.0,0,0,3423,0,20,9293,668
9293,5,-16,2,9,3,0,9,6,1,0.0,4,1,3423,0,20,9294,546
9294,0,-204,-23,8,3,0,9,37,20,0.0,1,0,3423,0,20,9295,517
9295,0,164,-26,6,3,0,9,8,16,0.0,0,0,3423,0,20,9296,368
9296,0,-199,-29,4,3,0,9,52,20,1.0,1,0,3423,0,20,9297,292
9297,0,-85,164,1,3,0,9,56,18,0.0,2,0,3423,0,20,9298,116
9299,2,-2,-5,11,4,0,9,42,0,1.0,4,1,3423,0,20,9300,702
9300,25,-94,15,10,4,0,9,12,9,1.0,1,0,3423,0,20,9301,612
9301,18,-168,-39,9,4,0,9,1,17,0.0,1,0,3423,0,20,9302,541
9303,2,3,-5,8,4,0,9,19,0,0.0,4,1,3423,0,20,9304,499
9304,0,-11,206,6,4,0,9,4,20,1.0,4,0,3423,0,20,9305,364
9305,0,117,138,3,4,0,9,52,18,0.0,3,0,3423,0,20,9306,232
9306,0,-212,-5,2,4,0,9,55,21,0.0,1,0,3423,0,20,9307,175
9307,0,164,82,1,4,0,9,33,18,1.0,0,0,3423,0,20,9308,93
9308,18,202,-26,0,4,0,9,57,20,0.0,0,0,3423,0,20,9309,57
9311,0,184,46,9,1,0,9,39,18,0.0,0,0,3424,0,28,9312,579
9312,0,44,112,9,1,0,9,18,12,0.0,4,2,3424,0,28,9313,558
9315,0,54,164,7,1,0,9,37,17,1.0,3,0,3424,0,28,9316,457
9316,25,-102,68,5,1,0,9,21,12,1.0,1,0,3424,0,28,9317,321
9317,0,0,45,4,1,0,9,41,4,1.0,4,2,3424,0,28,9318,281
9318,2,23,2,2,1,0,9,48,2,0.0,4,1,3424,0,28,9319,168
9319,0,197,109,0,1,0,9,44,22,1.0,0,0,3424,0,28,9320,44
9320,0,156,212,0,1,0,9,34,26,0.0,3,3,3424,0,28,9321,34
9321,0,-5,100,0,1,0,9,17,10,1.0,4,2,3424,0,28,9322,17
9322,0,156,204,6,2,0,9,45,25,0.0,3,3,3424,0,28,9323,405
9323,0,161,120,5,2,0,9,48,20,0.0,3,0,3424,0,28,9324,348
9325,0,200,151,2,2,0,9,22,25,0.0,3,3,3424,0,28,9326,142
9326,12,-15,5,2,2,0,9,8,1,0.0,4,1,3424,0,28,9327,128
9329,0,172,184,0,2,0,9,23,25,0.0,3,3,3424,0,28,9330,23
9330,8,-184,114,10,3,0,9,18,21,1.0,1,0,3424,0,28,9331,618
9332,0,-130,222,8,3,0,9,31,25,0.0,2,3,3424,0,28,9333,511
9333,0,-164,38,7,3,0,9,52,16,0.0,1,0,3424,0,28,9334,472
9334,0,-57,64,7,3,0,9,22,8,1.0,1,2,3424,0,28,9335,442
9335,0,164,58,6,3,0,9,47,17,0.0,0,0,3424,0,28,9336,407
9337,2,-15,5,5,3,0,9,38,1,0.0,4,1,3424,0,28,9338,338
9338,18,-105,140,3,3,0,9,8,17,1.0,2,0,3424,0,28,9339,188
9339,8,177,23,10,4,0,9,44,17,1.0,0,0,3424,0,28,9340,644
9340,0,-145,81,9,4,0,9,9,16,1.0,1,0,3424,0,28,9341,549
9341,0,161,66,8,4,0,9,25,17,0.0,0,0,3424,0,28,9342,505
9342,0,189,13,7,4,0,9,29,18,0.0,0,0,3424,0,28,9343,449
9343,8,0,201,6,4,0,9,35,20,1.0,4,0,3424,0,28,9344,395
9344,2,15,10,5,4,0,9,56,1,0.0,4,1,3424,0,28,9345,356
9345,0,156,107,3,4,0,9,51,18,1.0,0,0,3424,0,28,9346,231
9346,0,146,161,2,4,0,9,15,21,1.0,3,0,3424,0,28,9347,135
9347,0,-172,132,1,4,0,9,46,21,0.0,2,0,3424,0,28,9348,106
9348,4,-10,13,1,4,0,9,20,1,1.0,4,1,3424,0,28,9349,80
9349,15,0,0,8,1,0,9,5,0,1.0,4,1,3426,1,7,9350,485
9350,4,0,0,6,1,0,9,1,0,1.0,4,1,3426,1,7,9351,361
9351,3,-36,46,2,1,0,9,12,5,1.0,4,2,3426,1,7,9352,132
9353,3,181,-8,0,1,0,9,4,18,1.0,0,0,3426,1,7,9354,4
9356,0,5,155,2,2,0,9,15,15,0.0,4,0,3426,1,7,9357,135
9357,2,0,0,1,2,0,9,12,0,0.0,4,1,3426,1,7,9358,72
9358,0,230,112,0,2,0,9,1,25,1.0,3,3,3426,1,7,9359,1
9359,0,182,181,8,3,0,9,43,25,1.0,3,3,3426,1,7,9360,523
9360,0,236,74,7,3,0,9,41,24,0.0,0,4,3426,1,7,9361,461
9362,0,44,92,5,4,0,9,45,10,0.0,4,2,3426,1,7,9363,345
9364,0,-117,174,2,4,0,9,59,20,1.0,2,0,3426,1,7,9365,179
9366,0,66,125,1,4,0,9,24,14,0.0,4,2,3426,1,7,9367,84
9367,4,0,0,0,4,0,9,42,0,0.0,4,1,3426,1,7,9368,42
9368,0,-156,38,0,4,0,9,40,16,1.0,1,0,3426,1,7,9369,40
